University,Latitude,Longitude,Logo,Rank,Type,Country,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,law_political_science,medicine_pharmacy_health_sciences,science_engineering,social_sciences_humanities,sports_physical_education,technology,others
"Birla Institute of Technology and Science, Pilani",28.3581,75.5883,https://upload.wikimedia.org/wikipedia/en/d/d3/BITS_Pilani-Logo.svg,19,public,India,Rajasthan,16000,1964,9.11596E+11,ipcdoffice@goa.bits-pilani.ac.in,bits-pilani.ac.in,"IT, Robotics, Space Tech, Engineering","A premier private university in Rajasthan, known for its engineering and science programs.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Calcutta University,22.5726,88.3639,https://upload.wikimedia.org/wikipedia/commons/7/76/Calcutta_University_Logo.svg,18,public,India,West Bengal,18000,1857,9.13322E+11,info@caluniv.ac.in,caluniv.ac.in,"Economics, Political Science, Astronomy, Law","One of the oldest universities in India, located in Kolkata, offering a wide range of programs across various disciplines.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Calicut University,11.2588,75.7804,https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-calicut_592560cf2aeae70239af4e21_large.jpg,89,public,India,Kerala,300000,1968,9.14952E+11,registrar@uoc.ac.in,uoc.ac.in,"Economics, Political Science, IT, Law","A public university in Kerala, offering a variety of undergraduate and postgraduate programs.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Central University of Punjab,30.2001,74.6663,https://cup.edu.in/sites/default/files/inline-images/New_Logo_CUP.jpg,83,public,India,Punjab,16000,2009,9.11652E+11,registrar@cup.edu.in,cup.edu.in,"Social Sciences, IT, Economics, Political Science","A central university in Bathinda, Punjab, focusing on research-oriented postgraduate programs.",NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Central University of Tamil Nadu,10.7732,79.6361,https://upload.wikimedia.org/wikipedia/en/1/1e/Logo_Central_University_of_Tamil_Nadu.png,99,public,India,Tamil Nadu,2000,2009,9.14362E+11,registrar@cutn.ac.in,cutn.ac.in,"IT, Social Sciences, Economics, Political Science","A central university in Thiruvarur, Tamil Nadu, offering programs in science, humanities, and social sciences.",NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Chandigarh University,30.7547,76.6403,https://upload.wikimedia.org/wikipedia/commons/b/b0/Chandigarh_University_Seal.png,20,private,India,Punjab,31000,2012,9.18147E+11,cucet@cumail.in,cuchd.in,"IT, Cybersecurity, Health Tech, Business Analytics","A private university in Punjab, offering a wide range of programs with a focus on innovation and global exposure.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Chettinad Academy of Research and Education,12.7719,79.976,https://convocation.care.edu.in/dist/img/care_logo.png,79,private,India,Tamil Nadu,3000,2005,9.14447E+11,info@care.edu.in,care.edu.in,"Medicine, Health Tech, IT, Biotechnology","A deemed university in Chennai, specializing in medical and health sciences education.",NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
Chitkara University,30.5025,76.6575,https://www.chitkara.edu.in/wp-content/uploads/2017/11/chitkara-university-logo.png,91,private,India,Punjab,17000,2010,9.11725E+11,admissions@chitkara.edu.in,chitkara.edu.in,"IT, Business Analytics, Health Tech, Law","A private university in Punjab, offering diverse programs in engineering, management, and health sciences.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Christ University,12.9343,77.6049,https://upload.wikimedia.org/wikipedia/en/d/dd/Official_Logo_of_CHRIST%28Deemed_to_be_University%29%2C_bangalore.jpg,60,private,India,Karnataka,31000,1969,9.1804E+11,admissions@christuniversity.in,christuniversity.in,"Business Analytics, Economics, IT, Law","A private deemed university in Bengaluru, offering a wide range of programs with a focus on holistic development.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Cochin University of Science and Technology,9.94,76.326,https://upload.wikimedia.org/wikipedia/en/6/6f/Cochin_University_of_Science_and_Technology_Logo.png,34,public,India,Kerala,9000,1971,9.14843E+11,registrar@cusat.ac.in,cusat.ac.in,"Marine Science, IT, Engineering, Space Tech","Located in Kochi, it specializes in science, engineering, and technology education and research.",NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Datta Meghe Institute of Higher Education and Research,20.745,78.602,https://www.dmiher.edu.in/frontEnd/pages/images/DMIMSLogo.svg,42,private,India,Maharashtra,7000,1990,9.17123E+11,info@dmimsu.edu.in,dmiher.edu.in,"Medicine, Health Tech, IT, Biotechnology","Located in Wardha, Maharashtra, DMIHER offers multidisciplinary programs with a focus on medical and engineering education.",NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
Delhi Technological University,28.75,77.117,https://upload.wikimedia.org/wikipedia/en/b/b5/DTU%2C_Delhi_official_logo.png,48,public,India,Delhi,15000,1941,9.11128E+11,registrar@dtu.ac.in,dtu.ac.in,"IT, Robotics, Cybersecurity, Business Analytics","Formerly Delhi College of Engineering, DTU is a premier technical university in Delhi, offering engineering and technology programs.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Dr. D. Y. Patil Vidyapeeth (DPU),18.6616,73.734,https://media.licdn.com/dms/image/v2/D4D0BAQGOBV1EFSu-pA/company-logo_200_200/company-logo_200_200/0/1708511862104/dpu_vidyapeeth_logo?e=2147483647&v=beta&t=WItjmT6TZYESYmMSJa1IDjnaIUV0_0h1UmS0HXwl77k,44,private,India,Maharashtra,5000,2003,9.12028E+11,info@dpu.edu.in,dpu.edu.in,"Medicine, Health Tech, IT, Biotechnology","A private university in Pune, Maharashtra, known for its medical, dental, and engineering programs.",NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
G.B. Pant University of Agriculture and Technology,29.0516,79.5041,https://upload.wikimedia.org/wikipedia/en/9/90/Pantnagar_logo.jpg,88,public,India,Uttarakhand,4000,1960,9.15944E+11,registrar@gbpuat.ac.in,gbpuat.ac.in,"Agriculture, IT, Biotechnology, Food Science","India's first agricultural university, located in Pantnagar, Uttarakhand, pioneering agricultural education and research.",NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Gauhati University,26.1509,91.6631,https://upload.wikimedia.org/wikipedia/en/7/78/Gauhati_University_Logo.jpeg,40,public,India,Assam,23000,1948,9.13613E+11,registrar@gu.ac.in,gauhati.ac.in,"Social Sciences, Law, Political Science, IT","The oldest university in Northeast India, located in Guwahati, Assam, offering diverse academic programs.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Graphic Era University,30.3168,78.0322,https://dl.geu.ac.in/uploads/image/KWqx6liP-geu-logo.webp,52,private,India,Uttarakhand,8000,1993,9.11353E+11,info@geu.ac.in,geu.ac.in,"IT, Cybersecurity, Business Analytics, Health Tech 212","A private university in Dehradun, known for its engineering, management, and computer science programs.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Gujarat University,23.0393,72.5509,https://upload.wikimedia.org/wikipedia/en/f/f8/Gujarat_University_Logo.png,76,public,India,Gujarat,300000,1949,9.17926E+11,registrar@gujaratuniversity.ac.in,gujaratuniversity.ac.in,"Economics, Political Science, IT, Law","A public university in Ahmedabad, offering undergraduate and postgraduate programs across various disciplines.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Guru Gobind Singh Indraprastha University,28.6295,77.372,https://upload.wikimedia.org/wikipedia/en/b/b8/GGSIU_logo.svg,80,public,India,Delhi,93000,1998,9.11125E+11,registrar@ipu.ac.in,ipu.ac.in,"IT, Cybersecurity, Business Analytics, Law","A public university in Delhi, offering professional education in engineering, law, and management.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Homi Bhabha National Institute,19.0227,72.854,https://upload.wikimedia.org/wikipedia/en/3/3a/Homi_Bhabha_National_Institute_logo.png,16,public,India,Maharashtra,3000,2005,9.12226E+11,hbnc@hbnc.ac.in,hbni.ac.in,"Nuclear Science, Physics, Mathematics, IT","A specialized university under the Department of Atomic Energy, focusing on nuclear science and engineering research.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Indian Institute of Science, Bengaluru",13.0214,77.567,https://iisc.ac.in/wp-content/uploads/2020/08/IISc_Master_Seal_Black_Transparent.png,1,public,India,Karnataka,5000,1909,9.18023E+11,registrar@iisc.ac.in,iisc.ac.in,"IT, Quantum Computing, Aerospace Engineering, Nanotechnology","A premier research university in Bengaluru, specializing in science, engineering, and interdisciplinary studies.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Institute of Chemical Technology,19.1415,72.9161,https://upload.wikimedia.org/wikipedia/en/1/13/Institute_of_Chemical_Technology_logo.png,35,public,India,Maharashtra,2000,1933,9.12234E+11,registrar@ictmumbai.edu.in,ictmumbai.edu.in,"Chemical Engineering, Biotechnology, IT","A premier institute in Mumbai focusing on chemical engineering, technology, and applied sciences.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
International Institute of Information Technology Hyderabad,17.4441,78.3495,https://upload.wikimedia.org/wikipedia/en/e/e1/International_Institute_of_Information_Technology%2C_Hyderabad_logo.png,74,Academy,India,Telangana,2000,1998,9.14067E+11,admissions@iiit.ac.in,iiit.ac.in,"IT, Data Science, Cybersecurity, Business Analytics","An autonomous university in Hyderabad, specializing in information technology and computer science.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Jadavpur University,22.4993,88.371,https://upload.wikimedia.org/wikipedia/en/5/58/Jadavpur_University_Logo.svg,9,public,India,West Bengal,13000,1955,9.13324E+11,registrar@jadavpuruniversity.in,jadavpuruniversity.in,"Engineering, Humanities, Social Sciences, Nanotechnology","A state university in Kolkata, known for its strong engineering and arts programs.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Jain University, Bangalore",12.9147,77.5947,https://upload.wikimedia.org/wikipedia/commons/9/98/Jain-University-Bangalore-India-Logo.png,65,private,India,Karnataka,21000,1990,9.18043E+11,admissions@jainuniversity.ac.in,jainuniversity.ac.in,"IT, Data Science, Business Analytics, Health Tech","A private deemed-to-be university in Bangalore, offering over 200 programs across various disciplines.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Jamia Hamdard,28.709,77.191,https://upload.wikimedia.org/wikipedia/en/4/4d/Jamia_Hamdard_Logo.svg,41,private,India,Delhi,5000,1963,9.11126E+11,registrar@jamiahamdard.ac.in,jamiahamdard.edu,"Pharmacy, Medicine, Health Tech, IT","A leading university in Delhi, established by Hakim Abdul Hameed, specializing in Unani medicine, pharmacy, and health sciences.",NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
Jamia Millia Islamia,28.5614,77.2805,https://www.jmi.ac.iNAssets/images/logo/favicon.svg,3,public,India,Delhi,10000,1920,9.11127E+11,registrar@jmi.ac.in,jmi.ac.in,"Law, Political Science, Engineering, Islamic Studies","A public university in Delhi, offering diverse programs with a focus on inclusive education and cultural diversity.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Jawaharlal Nehru University,28.5432,77.167,https://upload.wikimedia.org/wikipedia/commons/f/fb/Jawaharlal_Nehru_University_Logo_vectorized.svg,2,public,India,Delhi,9000,1969,9.11127E+11,registrar@mail.jnu.ac.in,jnu.ac.in,"Social Sciences, Economics, International Relations, Political Science","A central university in New Delhi, known for its strong emphasis on social sciences, humanities, and interdisciplinary research.",NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
JSS Academy of Higher Education and Research,12.3108,76.639,https://media.licdn.com/dms/image/v2/C4D0BAQEXGtqKwmme9w/company-logo_200_200/company-logo_200_200/0/1644504808118?e=2147483647&v=beta&t=1qID3V4EpsGFi7O4wg6bWLmdvsDajMeQ7coETaPfBJ0,24,private,India,Karnataka,6000,2008,9.18213E+11,registrar@jssuni.edu.in,jssuni.edu.in,"Medicine, Pharmacy, Health Tech, Biotechnology","Established in Mysuru, it offers programs in medicine, pharmacy, and health sciences.",NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
Kalasalingam Academy of Research and Education,9.52,77.808,https://upload.wikimedia.org/wikipedia/en/5/53/Kalasalingam_Academy_of_Research_and_Education_logo.png,30,private,India,Tamil Nadu,5000,1984,9.14562E+11,info@kalasalingam.ac.in,kalasalingam.ac.in,"IT, Medicine, Engineering, Law","Situated in Krishnankoil, it offers programs in engineering and technology.",NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
Kalinga Institute of Industrial Technology,20.3531,85.8175,https://upload.wikimedia.org/wikipedia/en/e/ef/KIIT_logo.svg,15,private,India,Odisha,40000,1992,9.16743E+11,registrar@kiit.ac.in,kiit.ac.in,"Engineering, Medicine, Law, Management","A private deemed university in Bhubaneswar, Odisha, known for its engineering, management, and law programs.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kerala University,8.5037,76.952,https://upload.wikimedia.org/wikipedia/commons/d/da/Kerala_University_Emblem.png,21,public,India,Kerala,84000,1937,9188526671,helpdesk@keralauniversity.ac.in,keralauniversity.ac.in,"Ayurveda, Marine Biology, Social Sciences, Law","Established as the University of Travancore, it is the first university in Kerala and among the first 16 in India.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
King George's Medical University,26.8606,80.9353,https://upload.wikimedia.org/wikipedia/en/9/93/King_George%27s_Medical_University_Logo.png,53,public,India,Uttar Pradesh,2000,1905,9.15222E+11,registrar@kgmu.edu.in,kgmu.org,"Medicine, Health Tech, Nursing, Dentistry 313","A premier medical university in Lucknow, offering undergraduate and postgraduate medical education.",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),16.2374,80.6464,https://upload.wikimedia.org/wikipedia/en/7/78/KL_University_logo.svg,22,private,India,Andhra Pradesh,17000,1980,9.18663E+11,info@kluniversity.in,klh.edu.in,"IT, Data Science, Engineering, Business Analytics","Founded as K L College of Engineering, it became a deemed university in 2009, offering a wide range of programs.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Lovely Professional University,31.2552,75.7051,https://upload.wikimedia.org/wikipedia/en/3/3a/Lovely_Professional_University_logo.png,27,private,India,Punjab,35000,2006,9.11825E+11,admissions@lpu.in,lpu.in,"IT, Robotics, Business Analytics, Health Tech","Located in Phagwara, it offers diverse programs and is known for its infrastructure.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Madan Mohan Malaviya University of Technology (MMMUT),26.7578,83.4045,https://www.mmmut.ac.in/images/logo3.jpg,94,public,India,Uttar Pradesh,4000,2013,9.15523E+11,registrar@mmmut.ac.in,mmmut.ac.in,"IT, Robotics, Cybersecurity, Business Analytics","A public technical university in Gorakhpur, Uttar Pradesh, offering engineering and management programs.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Madurai Kamaraj University,9.934,78.1214,https://upload.wikimedia.org/wikipedia/en/8/85/Madurai_Kamaraj_University_logo.jpg,63,public,India,Tamil Nadu,130000,1966,9.14522E+11,registrar@mkuniversity.org,mkuniversity.ac.in,"IT, Biotechnology, Economics, Political Science","A state university in Tamil Nadu, recognized for excellence in teaching, research, and outreach.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Maharishi Markandeshwar,30.2661,77.0389,https://upload.wikimedia.org/wikipedia/en/c/c9/Maharishi_Markandeshwar_University%2C_Sadopur_logo.png,71,private,India,Haryana,10000,1993,9.11672E+11,info@mmumullana.org,mmumullana.org,"Medicine, Health Tech, IT, Biotechnology","A private deemed university in Haryana, offering diverse programs in engineering, medicine, and management.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Mahatma Gandhi University,9.635,76.526,https://upload.wikimedia.org/wikipedia/eNA/ad/Mahatma_Gandhi_University%2C_Kerala_Logo.svg,37,public,India,Kerala,128000,1983,9.14813E+11,info@mgu.ac.in,mgu.ac.in,"Social Sciences, Law, Medicine, IT","Located in Kottayam, Kerala, it provides diverse academic programs and has a strong research orientation.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Manav Rachna International Institute of Research and Studies,28.4265,77.3091,https://upload.wikimedia.org/wikipedia/en/6/69/Manav_Rachna_International_University_%28logo%29.png,92,private,India,Haryana,5000,2008,9.11294E+11,admissions@mriu.edu.in,manavrachna.edu.in,"IT, Robotics, Health Tech, Business Analytics","A deemed university in Faridabad, Haryana, offering programs in engineering, management, and health sciences.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Manipal Academy of Higher Education (MAHE),13.347,74.7934,https://images.seeklogo.com/logo-png/50/1/manipal-academy-of-higher-education-logo-png_seeklogo-507697.png,4,private,India,Karnataka,27000,1953,9.18203E+11,registrar@manipal.edu,manipal.edu,"Medicine, Health Tech, Engineering, Biotechnology","A private deemed university in Karnataka, known for its medical, engineering, and management programs.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"Manipal University, Jaipur",26.843,75.5648,https://upload.wikimedia.org/wikipedia/en/1/1f/Manipal_University_Jaipur_logo.png,64,private,India,Rajasthan,10000,2011,9.11414E+11,admissions@jaipur.manipal.edu,manipaldubai.com,"IT, Cybersecurity, Health Tech, Business Analytics","Established by the Manipal Education Group, offering diverse programs in Jaipur.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
"Manonmaniam Sundaranar University, Tirunelveli",8.7131,77.7567,https://upload.wikimedia.org/wikipedia/en/0/0e/Manonmaniam_Sundaranar_University_logo.jpeg,93,public,India,Tamil Nadu,3000,1990,9.14622E+11,registrar@mssw.in,msuniv.ac.in,"IT, Economics, Political Science, Law","A public university in Tirunelveli, Tamil Nadu, offering programs in arts, science, and technology.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
